titulo,vinculo,resumen 
"b'Resources for mental health: scarcity, inequity, and inefficiency'",b'https://www.sciencedirect.com/science/article/pii/S0140673607612392',"b'Resources for mental health include policy and infrastructure within countries, mental health services, community resources, human resources, and funding. We discuss here the general availability of these resources, especially in low-income and middle-income countries\xc2\xa0\xe2\x80\xa6'"
b'Shortfall in mental health service utilisation',b'https://www.cambridge.org/core/services/aop-cambridge-core/content/view/5E6947BB8D27BE05BB1D498B6E0F93B6/S0007125000267792a.pdf/shortfall-in-mental-health-service-utilisation.pdf',b'Background Treatment coverage for mental disorders is poor in most developed countries. Aims To explore some reasons for the poor treatment coverage for mental disorders in developed countries. Method Data were taken from Australian national surveys and from the\xc2\xa0\xe2\x80\xa6'
b'Toward a new architecture for global mental health',b'http://centroriosaudeglobal.org/wp-content/uploads/2016/08/Toward-a-new-architecture-for-global-mental-health-1.pdf',"b'Current efforts in global mental health (GMH) aim to address the inequities in mental health between low-income and high-income countries, as well as vulnerable populations within wealthy nations (eg, indigenous peoples, refugees, urban poor). The main strategies\xc2\xa0\xe2\x80\xa6'"
b'Mental health comorbidity in patients with atopic dermatitis',b'https://www.jacionline.org/article/S0091-6749(12)01762-9/fulltext',"b'Background Recent data, primarily from Europe, suggest that children with atopic dermatitis (AD) might be at increased risk of mental health disorders. Objective We aimed to quantify the mental health burden associated with pediatric AD in the United States. Methods A cross\xc2\xa0\xe2\x80\xa6'"
b'Mental health service use by Americans with severe mental illnesses',b'https://www.researchgate.net/profile/Darrel_Regier/publication/14818573_Use_of_services_by_persons_with_mental_and_addictive_disorders_Findings_from_the_National_Institute_of_Mental_Health_Epidemiologic_Catchment_Area_Program/links/582dd4bf08ae102f072daf4c/Use-of-services-by-persons-with-mental-and-addictive-disorders-Findings-from-the-National-Institute-of-Mental-Health-Epidemiologic-Catchment-Area-Program.pdf',"b'Background: The aim of this study was to determine the patterns and determinants of service use in severely mentally ill persons drawn from the National Institute of Mental Health Epidemiological Catchment Area (ECA) program, a community-based epidemiologic survey\xc2\xa0\xe2\x80\xa6'"
b'Use of mental health services in Europe: results from the European Study of the Epidemiology of Mental Disorders (ESEMeD) project',b'https://www.academia.edu/download/39791995/Prevalence_of_mental_disorders_in_Europe20151108-22575-sbg63.pdf',b'Objective: Comprehensive information about access and patterns of use of mental health services in Europe is lacking. We present the first results of the use of health services for mental disorders in six European countries as part of the ESEMeD project. Method: The\xc2\xa0\xe2\x80\xa6'
b'[PDF][PDF] Iranian mental health during the COVID-19 epidemic',b'http://eprints.abzums.ac.ir/4798/1/Iranian-mental-health-during-the-COVID19-epidemic2020Asian-Journal-of-Psychiatry.pdf',b'What has been the focus of attention of health care providers around the world for the last two months has been the problem of the new coronavirus (Coronavirus disease-2019-COVID-19) and its spread to other geographical locations after the outbreak in Wuhan\xc2\xa0\xe2\x80\xa6'
b'College students: mental health problems and treatment considerations',b'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4527955/?utm_source=yahoo&utm_medium=referral&utm_campaign=in-text-link',"b'Attending college can be a stressful time for many students. In addition to coping with academic pressure, some students have to deal with the stressful tasks of separation and individuation from their family of origin while some may have to attend to numerous work\xc2\xa0\xe2\x80\xa6'"
b'[PDF][PDF] SF-36 physical and mental health summary scales',"b""https://www.researchgate.net/profile/John_Ware/publication/292390260_SF-36_Physical_and_Mental_Health_Summary_Scales_a_User's_Manual/links/5af580264585157136caee31/SF-36-Physical-and-Mental-Health-Summary-Scales-a-Users-Manual.pdf""","b'This manual was written as a companion to the SF-36 Health Survey Manual and Interpretation Guide, which documents the development of the SF-36 Health Survey and summarizes information about the eight SF-36 scales, including assumptions underlying\xc2\xa0\xe2\x80\xa6'"
b'[LIBRO][B] Dialogue interpreting in mental health',b'https://books.google.com/books?hl=es&lr=&id=0N3pJlgca_MC&oi=fnd&pg=IA4&dq=mental+health%0A&ots=X3oY9Jg529&sig=YY1lwPC8nXa-3u8qsC5TfbUc0Go',"b'In this era of globalisation, the use of interpreters is becoming increasingly important in business meetings and negotiations, government and non-government organisations, health care and public service in general. This book focuses specifically on the involvement\xc2\xa0\xe2\x80\xa6'"
b'A meta-analysis of acculturation/enculturation and mental health.',b'https://psycnet.apa.org/journals/cou/60/1/15/',"b'This meta-analytic study examined the relationship among the constructs of acculturation, enculturation, and acculturation strategies (ie, integration, assimilation, separation, marginalization), and mental health. Data from 325 studies (163 journal articles and 162\xc2\xa0\xe2\x80\xa6'"
b'The stigma of mental health in athletes: are mental toughness and mental health seen as contradictory in elite sport?',b'https://bjsm.bmj.com/content/50/3/135.short',"b'Mental illness and the stigma attached to those suffering from its affects have been part of human existence throughout history. 1 Despite efforts to bring more awareness to the causation and effective treatment of mental health issues, this stigma persists both socially\xc2\xa0\xe2\x80\xa6'"
b'The role of religion and spirituality in mental health',b'https://journals.lww.com/co-psychiatry/Fulltext/2014/09000/The_role_of_religion_and_spirituality_in_mental.9.aspx',b'Religion and spirituality have the ability to promote or damage mental health. This potential demands an increased awareness of religious matters by practitioners in the mental health field as well as ongoing attention in psychiatric research.'
"b""Geographic disparities in children's mental health care""",b'https://pdfs.semanticscholar.org/5d67/a3fadda7e7b620318ac3f6d8bc35a0ff685d.pdf',"b'Objective. It is widely believed that only a minority of vulnerable children and adolescents receive any mental health services. Although health care disparities associated with sociodemographic characteristics are well known, almost no information exists about\xc2\xa0\xe2\x80\xa6'"
b'Mental health problems of children in foster care',b'https://www.researchgate.net/profile/Alan_Litrownik/publication/226139536_Mental_Health_Problems_of_Children_in_Foster_Care/links/56e34da408ae68afa10ca98f/Mental-Health-Problems-of-Children-in-Foster-Care.pdf',"b'We compared the rates of mental health problems in children in foster care across three counties in California. A total of 267 children, ages 0 to 17, were assessed two to four months after entry into foster care using a behavioral screening checklist, a measure of self\xc2\xa0\xe2\x80\xa6'"
b'[PDF][PDF] Investing in youth mental health is a best buy',b'https://www.mja.com.au/system/files/issues/187_07_011007/mcg10312_fm.pdf',b'EDITORIAL mental health. We contend it represents the best value for money for new investment in the mental health arena. Services for young people affected by mental health and related substance use disorders tend to be threadbare and split across multiple levels of\xc2\xa0\xe2\x80\xa6'
b'[LIBRO][B] Mental health and development: targeting people with mental health conditions as a vulnerable group',b'https://apps.who.int/iris/bitstream/handle/10665/44257/9789241563949-chi.pdf',"b'Executive summary This report presents compelling evidence that people with mental health conditions meet major criteria for vulnerability. The report also describes how vulnerability can lead to poor mental health, and how mental health conditions are widespread yet\xc2\xa0\xe2\x80\xa6'"
b'A review of the literature on peer support in mental health services',b'https://www.researchgate.net/profile/Julie_Repper/publication/51503712_A_review_of_the_literature_on_peer_support_in_mental_health_services/links/5519869f0cf2f51a6fe9fba7.pdf',"b'Background. Although mutual support and self-help groups based on shared experience play a large part in recovery, the employment of peer support workers (PSWs) in mental health services is a recent development. However, peer support has been implemented\xc2\xa0\xe2\x80\xa6'"
